User ID,Product ID,Interaction Type,Interaction Timestamp
43,896,View,2023-03-04 12:11:42
96,510,Add to Cart,2023-03-04 12:11:42
11,755,Purchase,2023-03-04 12:11:42
22,902,View,2023-03-04 12:11:42
46,836,Wishlist,2023-03-04 12:11:42
31,632,Wishlist,2023-03-04 12:11:42
88,81,Add to Cart,2023-03-04 12:11:42
72,582,Purchase,2023-03-04 12:11:42
24,169,Wishlist,2023-03-04 12:11:42
93,76,Wishlist,2023-03-04 12:11:42
83,408,Purchase,2023-03-04 12:11:42
86,987,View,2023-03-04 12:11:42
2,820,Purchase,2023-03-04 12:11:42
43,934,View,2023-03-04 12:11:42
89,322,Wishlist,2023-03-04 12:11:42
70,487,Wishlist,2023-03-04 12:11:42
27,775,Purchase,2023-03-04 12:11:42
6,881,Add to Cart,2023-03-04 12:11:42
96,126,Wishlist,2023-03-04 12:11:42
26,889,View,2023-03-04 12:11:42
95,683,View,2023-03-04 12:11:42
33,497,Purchase,2023-03-04 12:11:42
66,833,View,2023-03-04 12:11:42
37,328,Purchase,2023-03-04 12:11:42
49,132,View,2023-03-04 12:11:42
16,813,Purchase,2023-03-04 12:11:42
28,923,Add to Cart,2023-03-04 12:11:42
51,407,Purchase,2023-03-04 12:11:42
27,803,Wishlist,2023-03-04 12:11:42
60,907,Wishlist,2023-03-04 12:11:42
27,80,View,2023-03-04 12:11:42
39,17,Wishlist,2023-03-04 12:11:42
90,451,Add to Cart,2023-03-04 12:11:42
2,224,View,2023-03-04 12:11:42
3,496,View,2023-03-04 12:11:42
73,883,Wishlist,2023-03-04 12:11:42
99,647,Purchase,2023-03-04 12:11:42
99,983,Wishlist,2023-03-04 12:11:42
82,652,Add to Cart,2023-03-04 12:11:42
39,977,View,2023-03-04 12:11:42
31,141,Wishlist,2023-03-04 12:11:42
66,427,Wishlist,2023-03-04 12:11:42
48,49,Wishlist,2023-03-04 12:11:42
58,479,View,2023-03-04 12:11:42
99,121,View,2023-03-04 12:11:42
86,159,View,2023-03-04 12:11:42
17,207,Purchase,2023-03-04 12:11:42
93,343,Add to Cart,2023-03-04 12:11:42
89,280,Wishlist,2023-03-04 12:11:42
35,234,Wishlist,2023-03-04 12:11:42
41,914,Add to Cart,2023-03-04 12:11:42
42,126,Purchase,2023-03-04 12:11:42
77,206,Add to Cart,2023-03-04 12:11:42
15,947,Wishlist,2023-03-04 12:11:42
29,255,Add to Cart,2023-03-04 12:11:42
74,158,Purchase,2023-03-04 12:11:42
29,728,Wishlist,2023-03-04 12:11:42
89,458,Add to Cart,2023-03-04 12:11:42
89,231,View,2023-03-04 12:11:42
88,127,Purchase,2023-03-04 12:11:42
99,68,Wishlist,2023-03-04 12:11:42
33,466,Wishlist,2023-03-04 12:11:42
64,147,Purchase,2023-03-04 12:11:42
6,213,Wishlist,2023-03-04 12:11:42
63,996,View,2023-03-04 12:11:42
67,474,View,2023-03-04 12:11:42
67,650,Add to Cart,2023-03-04 12:11:42
63,982,View,2023-03-04 12:11:42
40,353,Purchase,2023-03-04 12:11:42
15,814,Purchase,2023-03-04 12:11:42
22,704,Wishlist,2023-03-04 12:11:42
4,862,Purchase,2023-03-04 12:11:42
8,741,Add to Cart,2023-03-04 12:11:42
97,119,View,2023-03-04 12:11:42
18,707,Wishlist,2023-03-04 12:11:42
96,920,View,2023-03-04 12:11:42
71,850,Add to Cart,2023-03-04 12:11:42
62,943,View,2023-03-04 12:11:42
11,557,Add to Cart,2023-03-04 12:11:42
90,343,View,2023-03-04 12:11:42
0,484,Purchase,2023-03-04 12:11:42
35,860,Purchase,2023-03-04 12:11:42
21,165,Purchase,2023-03-04 12:11:42
0,755,View,2023-03-04 12:11:42
63,452,Purchase,2023-03-04 12:11:42
74,975,Add to Cart,2023-03-04 12:11:42
85,450,Wishlist,2023-03-04 12:11:42
99,570,View,2023-03-04 12:11:42
75,921,Add to Cart,2023-03-04 12:11:42
11,232,Add to Cart,2023-03-04 12:11:42
95,967,View,2023-03-04 12:11:42
8,77,Wishlist,2023-03-04 12:11:42
73,47,Purchase,2023-03-04 12:11:42
85,620,Add to Cart,2023-03-04 12:11:42
76,6,View,2023-03-04 12:11:42
82,380,Wishlist,2023-03-04 12:11:42
77,661,Wishlist,2023-03-04 12:11:42
23,706,Add to Cart,2023-03-04 12:11:42
50,217,View,2023-03-04 12:11:42
77,491,Wishlist,2023-03-04 12:11:42
42,773,Purchase,2023-03-04 12:11:42
30,139,Purchase,2023-03-04 12:11:42
70,587,Add to Cart,2023-03-04 12:11:42
65,518,Wishlist,2023-03-04 12:11:42
30,607,View,2023-03-04 12:11:42
9,237,Purchase,2023-03-04 12:11:42
56,309,Add to Cart,2023-03-04 12:11:42
89,631,Add to Cart,2023-03-04 12:11:42
73,845,Add to Cart,2023-03-04 12:11:42
70,553,Add to Cart,2023-03-04 12:11:42
78,296,Wishlist,2023-03-04 12:11:42
47,881,Add to Cart,2023-03-04 12:11:42
82,309,Add to Cart,2023-03-04 12:11:42
26,218,Purchase,2023-03-04 12:11:42
1,157,View,2023-03-04 12:11:42
91,732,View,2023-03-04 12:11:42
87,579,View,2023-03-04 12:11:42
90,431,Add to Cart,2023-03-04 12:11:42
46,653,View,2023-03-04 12:11:42
94,779,View,2023-03-04 12:11:42
48,752,Purchase,2023-03-04 12:11:42
62,166,Add to Cart,2023-03-04 12:11:42
44,469,Purchase,2023-03-04 12:11:42
67,979,Add to Cart,2023-03-04 12:11:42
97,81,Purchase,2023-03-04 12:11:42
81,789,Purchase,2023-03-04 12:11:42
40,546,Wishlist,2023-03-04 12:11:42
94,727,Purchase,2023-03-04 12:11:42
68,467,Purchase,2023-03-04 12:11:42
40,74,View,2023-03-04 12:11:42
64,846,View,2023-03-04 12:11:42
16,631,View,2023-03-04 12:11:42
84,94,View,2023-03-04 12:11:42
71,589,Purchase,2023-03-04 12:11:42
37,447,Add to Cart,2023-03-04 12:11:42
36,88,Add to Cart,2023-03-04 12:11:42
0,820,View,2023-03-04 12:11:42
34,503,View,2023-03-04 12:11:42
30,491,Purchase,2023-03-04 12:11:42
10,974,Wishlist,2023-03-04 12:11:42
50,973,Add to Cart,2023-03-04 12:11:42
5,32,Wishlist,2023-03-04 12:11:42
28,675,Wishlist,2023-03-04 12:11:42
95,338,Add to Cart,2023-03-04 12:11:42
38,319,Wishlist,2023-03-04 12:11:42
56,261,View,2023-03-04 12:11:42
29,505,Purchase,2023-03-04 12:11:42
99,609,Purchase,2023-03-04 12:11:42
71,381,Purchase,2023-03-04 12:11:42
58,841,View,2023-03-04 12:11:42
73,484,View,2023-03-04 12:11:42
98,534,Purchase,2023-03-04 12:11:42
12,749,Add to Cart,2023-03-04 12:11:42
15,276,Add to Cart,2023-03-04 12:11:42
40,460,Add to Cart,2023-03-04 12:11:42
30,402,Add to Cart,2023-03-04 12:11:42
86,739,Wishlist,2023-03-04 12:11:42
12,300,Wishlist,2023-03-04 12:11:42
79,317,Wishlist,2023-03-04 12:11:42
82,800,Add to Cart,2023-03-04 12:11:42
85,554,View,2023-03-04 12:11:42
24,983,View,2023-03-04 12:11:42
77,665,Wishlist,2023-03-04 12:11:42
67,47,Wishlist,2023-03-04 12:11:42
94,619,View,2023-03-04 12:11:42
54,291,View,2023-03-04 12:11:42
68,84,Add to Cart,2023-03-04 12:11:42
77,827,View,2023-03-04 12:11:42
47,480,Purchase,2023-03-04 12:11:42
34,290,Add to Cart,2023-03-04 12:11:42
33,595,Add to Cart,2023-03-04 12:11:42
9,418,Add to Cart,2023-03-04 12:11:42
96,147,Add to Cart,2023-03-04 12:11:42
89,988,Wishlist,2023-03-04 12:11:42
73,796,Add to Cart,2023-03-04 12:11:42
36,610,Add to Cart,2023-03-04 12:11:42
37,570,Add to Cart,2023-03-04 12:11:42
59,219,View,2023-03-04 12:11:42
0,285,Add to Cart,2023-03-04 12:11:42
0,755,Add to Cart,2023-03-04 12:11:42
81,947,Add to Cart,2023-03-04 12:11:42
17,231,Add to Cart,2023-03-04 12:11:42
15,985,View,2023-03-04 12:11:42
17,582,Wishlist,2023-03-04 12:11:42
6,118,Purchase,2023-03-04 12:11:42
7,614,Wishlist,2023-03-04 12:11:42
6,875,View,2023-03-04 12:11:42
22,26,View,2023-03-04 12:11:42
91,829,View,2023-03-04 12:11:42
92,958,Add to Cart,2023-03-04 12:11:42
50,561,Wishlist,2023-03-04 12:11:42
36,155,Wishlist,2023-03-04 12:11:42
27,209,Add to Cart,2023-03-04 12:11:42
70,569,View,2023-03-04 12:11:42
88,483,Purchase,2023-03-04 12:11:42
4,436,Purchase,2023-03-04 12:11:42
43,459,View,2023-03-04 12:11:42
62,462,View,2023-03-04 12:11:42
99,359,Wishlist,2023-03-04 12:11:42
93,78,Add to Cart,2023-03-04 12:11:42
3,372,View,2023-03-04 12:11:42
13,607,View,2023-03-04 12:11:42
43,437,View,2023-03-04 12:11:42
60,401,Purchase,2023-03-04 12:11:42
85,337,Add to Cart,2023-03-04 12:11:42
48,797,Add to Cart,2023-03-04 12:11:42
94,467,Purchase,2023-03-04 12:11:42
55,275,Add to Cart,2023-03-04 12:11:42
96,503,View,2023-03-04 12:11:42
42,74,View,2023-03-04 12:11:42
85,626,Wishlist,2023-03-04 12:11:42
50,298,Wishlist,2023-03-04 12:11:42
72,75,Add to Cart,2023-03-04 12:11:42
54,672,Add to Cart,2023-03-04 12:11:42
42,977,Wishlist,2023-03-04 12:11:42
51,954,Purchase,2023-03-04 12:11:42
56,493,Add to Cart,2023-03-04 12:11:42
57,441,Wishlist,2023-03-04 12:11:42
57,199,Wishlist,2023-03-04 12:11:42
42,379,Add to Cart,2023-03-04 12:11:42
89,419,Wishlist,2023-03-04 12:11:42
2,691,Add to Cart,2023-03-04 12:11:42
84,581,Add to Cart,2023-03-04 12:11:42
93,971,Wishlist,2023-03-04 12:11:42
50,594,Add to Cart,2023-03-04 12:11:42
54,947,View,2023-03-04 12:11:42
47,202,Add to Cart,2023-03-04 12:11:42
24,93,Purchase,2023-03-04 12:11:42
35,873,View,2023-03-04 12:11:42
65,166,View,2023-03-04 12:11:42
21,421,Wishlist,2023-03-04 12:11:42
95,273,Add to Cart,2023-03-04 12:11:42
59,111,Purchase,2023-03-04 12:11:42
99,200,Wishlist,2023-03-04 12:11:42
57,4,View,2023-03-04 12:11:42
41,419,Wishlist,2023-03-04 12:11:42
52,238,Wishlist,2023-03-04 12:11:42
60,661,Purchase,2023-03-04 12:11:42
2,449,Purchase,2023-03-04 12:11:42
42,173,Purchase,2023-03-04 12:11:42
31,840,Wishlist,2023-03-04 12:11:42
27,917,View,2023-03-04 12:11:42
72,716,Purchase,2023-03-04 12:11:42
25,10,Purchase,2023-03-04 12:11:42
18,969,View,2023-03-04 12:11:42
76,658,View,2023-03-04 12:11:42
74,181,View,2023-03-04 12:11:42
89,422,View,2023-03-04 12:11:42
44,532,Wishlist,2023-03-04 12:11:42
5,86,View,2023-03-04 12:11:42
86,290,Add to Cart,2023-03-04 12:11:42
47,2,Purchase,2023-03-04 12:11:42
54,569,View,2023-03-04 12:11:42
7,489,Purchase,2023-03-04 12:11:42
87,990,View,2023-03-04 12:11:42
21,633,Add to Cart,2023-03-04 12:11:42
94,287,View,2023-03-04 12:11:42
76,624,Add to Cart,2023-03-04 12:11:42
69,143,Add to Cart,2023-03-04 12:11:42
62,693,Add to Cart,2023-03-04 12:11:42
72,895,Add to Cart,2023-03-04 12:11:42
22,165,View,2023-03-04 12:11:42
6,704,Purchase,2023-03-04 12:11:42
3,345,View,2023-03-04 12:11:42
57,262,Purchase,2023-03-04 12:11:42
98,327,Wishlist,2023-03-04 12:11:42
30,90,Wishlist,2023-03-04 12:11:42
51,963,Add to Cart,2023-03-04 12:11:42
1,722,Wishlist,2023-03-04 12:11:42
35,830,Wishlist,2023-03-04 12:11:42
93,596,Add to Cart,2023-03-04 12:11:42
93,995,View,2023-03-04 12:11:42
82,286,Wishlist,2023-03-04 12:11:42
30,1,Add to Cart,2023-03-04 12:11:42
87,532,Wishlist,2023-03-04 12:11:42
94,978,View,2023-03-04 12:11:42
30,784,View,2023-03-04 12:11:42
40,557,Add to Cart,2023-03-04 12:11:42
40,624,Purchase,2023-03-04 12:11:42
2,118,Purchase,2023-03-04 12:11:42
54,33,Add to Cart,2023-03-04 12:11:42
23,378,Purchase,2023-03-04 12:11:42
62,66,Wishlist,2023-03-04 12:11:42
73,385,Wishlist,2023-03-04 12:11:42
96,684,Purchase,2023-03-04 12:11:42
16,289,Purchase,2023-03-04 12:11:42
15,696,Wishlist,2023-03-04 12:11:42
70,604,Purchase,2023-03-04 12:11:42
20,666,Purchase,2023-03-04 12:11:42
31,473,View,2023-03-04 12:11:42
72,470,Wishlist,2023-03-04 12:11:42
98,798,Add to Cart,2023-03-04 12:11:42
78,657,Add to Cart,2023-03-04 12:11:42
64,749,Purchase,2023-03-04 12:11:42
19,836,Add to Cart,2023-03-04 12:11:42
23,505,Wishlist,2023-03-04 12:11:42
4,26,Purchase,2023-03-04 12:11:42
81,842,Purchase,2023-03-04 12:11:42
51,411,Wishlist,2023-03-04 12:11:42
34,712,Wishlist,2023-03-04 12:11:42
90,205,Purchase,2023-03-04 12:11:42
0,669,Wishlist,2023-03-04 12:11:42
45,102,View,2023-03-04 12:11:42
80,549,Purchase,2023-03-04 12:11:42
40,837,Wishlist,2023-03-04 12:11:42
43,377,Wishlist,2023-03-04 12:11:42
72,808,Add to Cart,2023-03-04 12:11:42
91,432,Wishlist,2023-03-04 12:11:42
15,418,Wishlist,2023-03-04 12:11:42
76,765,Purchase,2023-03-04 12:11:42
47,982,View,2023-03-04 12:11:42
96,692,Add to Cart,2023-03-04 12:11:42
53,778,Purchase,2023-03-04 12:11:42
61,38,Purchase,2023-03-04 12:11:42
53,506,Purchase,2023-03-04 12:11:42
12,629,View,2023-03-04 12:11:42
69,992,Wishlist,2023-03-04 12:11:42
39,231,Add to Cart,2023-03-04 12:11:42
64,70,View,2023-03-04 12:11:42
37,468,Purchase,2023-03-04 12:11:42
86,315,Purchase,2023-03-04 12:11:42
79,575,Wishlist,2023-03-04 12:11:42
31,648,Wishlist,2023-03-04 12:11:42
18,708,Purchase,2023-03-04 12:11:42
80,313,Wishlist,2023-03-04 12:11:42
8,710,Add to Cart,2023-03-04 12:11:42
93,243,View,2023-03-04 12:11:42
47,357,Purchase,2023-03-04 12:11:42
98,432,Add to Cart,2023-03-04 12:11:42
63,611,Wishlist,2023-03-04 12:11:42
97,596,View,2023-03-04 12:11:42
69,465,Add to Cart,2023-03-04 12:11:42
8,863,Wishlist,2023-03-04 12:11:42
53,379,Wishlist,2023-03-04 12:11:42
52,328,View,2023-03-04 12:11:42
82,541,Purchase,2023-03-04 12:11:42
43,325,Wishlist,2023-03-04 12:11:42
39,967,Add to Cart,2023-03-04 12:11:42
8,837,Purchase,2023-03-04 12:11:42
73,72,View,2023-03-04 12:11:42
58,166,View,2023-03-04 12:11:42
30,491,Add to Cart,2023-03-04 12:11:42
42,292,Wishlist,2023-03-04 12:11:42
37,905,Add to Cart,2023-03-04 12:11:42
63,938,Wishlist,2023-03-04 12:11:42
45,184,Add to Cart,2023-03-04 12:11:42
61,741,View,2023-03-04 12:11:42
28,416,View,2023-03-04 12:11:42
20,14,Purchase,2023-03-04 12:11:42
22,695,View,2023-03-04 12:11:42
23,395,Add to Cart,2023-03-04 12:11:42
46,128,Wishlist,2023-03-04 12:11:42
14,592,View,2023-03-04 12:11:42
60,506,Add to Cart,2023-03-04 12:11:42
43,283,Add to Cart,2023-03-04 12:11:42
3,473,Purchase,2023-03-04 12:11:42
48,15,Wishlist,2023-03-04 12:11:42
6,678,View,2023-03-04 12:11:42
10,345,Add to Cart,2023-03-04 12:11:42
42,31,Purchase,2023-03-04 12:11:42
97,218,Wishlist,2023-03-04 12:11:42
49,458,View,2023-03-04 12:11:42
88,820,View,2023-03-04 12:11:42
43,607,View,2023-03-04 12:11:42
31,617,Wishlist,2023-03-04 12:11:42
54,218,Add to Cart,2023-03-04 12:11:42
46,765,Add to Cart,2023-03-04 12:11:42
39,604,Add to Cart,2023-03-04 12:11:42
12,199,Add to Cart,2023-03-04 12:11:42
65,547,View,2023-03-04 12:11:42
90,17,Purchase,2023-03-04 12:11:42
74,206,View,2023-03-04 12:11:42
11,896,Purchase,2023-03-04 12:11:42
14,825,Wishlist,2023-03-04 12:11:42
56,642,Wishlist,2023-03-04 12:11:42
8,47,Add to Cart,2023-03-04 12:11:42
17,32,Wishlist,2023-03-04 12:11:42
22,845,Purchase,2023-03-04 12:11:42
60,980,Purchase,2023-03-04 12:11:42
75,296,View,2023-03-04 12:11:42
6,6,View,2023-03-04 12:11:42
37,331,Wishlist,2023-03-04 12:11:42
8,824,View,2023-03-04 12:11:42
19,150,Purchase,2023-03-04 12:11:42
94,321,Purchase,2023-03-04 12:11:42
40,845,View,2023-03-04 12:11:42
76,139,Wishlist,2023-03-04 12:11:42
10,798,Add to Cart,2023-03-04 12:11:42
22,221,Wishlist,2023-03-04 12:11:42
58,630,Add to Cart,2023-03-04 12:11:42
27,466,View,2023-03-04 12:11:42
83,991,View,2023-03-04 12:11:42
84,396,Wishlist,2023-03-04 12:11:42
60,615,Purchase,2023-03-04 12:11:42
17,306,Purchase,2023-03-04 12:11:42
38,353,Wishlist,2023-03-04 12:11:42
2,524,Add to Cart,2023-03-04 12:11:42
19,228,Add to Cart,2023-03-04 12:11:42
98,333,Purchase,2023-03-04 12:11:42
19,955,Purchase,2023-03-04 12:11:42
29,151,View,2023-03-04 12:11:42
12,175,Wishlist,2023-03-04 12:11:42
73,678,View,2023-03-04 12:11:42
97,186,Wishlist,2023-03-04 12:11:42
3,280,Add to Cart,2023-03-04 12:11:42
41,32,Purchase,2023-03-04 12:11:42
58,790,View,2023-03-04 12:11:42
86,102,Wishlist,2023-03-04 12:11:42
3,525,Purchase,2023-03-04 12:11:42
82,433,View,2023-03-04 12:11:42
7,606,Wishlist,2023-03-04 12:11:42
32,312,Purchase,2023-03-04 12:11:42
87,605,Wishlist,2023-03-04 12:11:42
1,992,View,2023-03-04 12:11:42
49,124,Wishlist,2023-03-04 12:11:42
78,562,Wishlist,2023-03-04 12:11:42
47,167,Purchase,2023-03-04 12:11:42
74,115,Wishlist,2023-03-04 12:11:42
13,784,Add to Cart,2023-03-04 12:11:42
6,570,Purchase,2023-03-04 12:11:42
46,148,Add to Cart,2023-03-04 12:11:42
70,80,View,2023-03-04 12:11:42
37,630,Add to Cart,2023-03-04 12:11:42
46,573,Purchase,2023-03-04 12:11:42
14,578,Wishlist,2023-03-04 12:11:42
61,145,Add to Cart,2023-03-04 12:11:42
79,837,Wishlist,2023-03-04 12:11:42
12,515,Add to Cart,2023-03-04 12:11:42
18,884,Wishlist,2023-03-04 12:11:42
78,138,Purchase,2023-03-04 12:11:42
51,436,Purchase,2023-03-04 12:11:42
20,697,Wishlist,2023-03-04 12:11:42
83,964,Purchase,2023-03-04 12:11:42
89,120,Purchase,2023-03-04 12:11:42
57,862,Wishlist,2023-03-04 12:11:42
23,372,View,2023-03-04 12:11:42
18,303,View,2023-03-04 12:11:42
18,622,Purchase,2023-03-04 12:11:42
94,47,Wishlist,2023-03-04 12:11:42
90,685,Wishlist,2023-03-04 12:11:42
71,114,View,2023-03-04 12:11:42
70,933,View,2023-03-04 12:11:42
36,344,Wishlist,2023-03-04 12:11:42
91,5,Add to Cart,2023-03-04 12:11:42
86,266,Wishlist,2023-03-04 12:11:42
79,101,Wishlist,2023-03-04 12:11:42
18,660,Purchase,2023-03-04 12:11:42
0,847,Add to Cart,2023-03-04 12:11:42
29,792,Purchase,2023-03-04 12:11:42
30,303,Purchase,2023-03-04 12:11:42
65,843,View,2023-03-04 12:11:42
89,559,Wishlist,2023-03-04 12:11:42
95,785,Add to Cart,2023-03-04 12:11:42
18,558,Wishlist,2023-03-04 12:11:42
97,110,Add to Cart,2023-03-04 12:11:42
42,640,Add to Cart,2023-03-04 12:11:42
12,42,Purchase,2023-03-04 12:11:42
19,320,View,2023-03-04 12:11:42
39,498,View,2023-03-04 12:11:42
6,554,Add to Cart,2023-03-04 12:11:42
92,479,Purchase,2023-03-04 12:11:42
86,354,Add to Cart,2023-03-04 12:11:42
89,703,Wishlist,2023-03-04 12:11:42
26,891,Wishlist,2023-03-04 12:11:42
58,279,View,2023-03-04 12:11:42
71,783,View,2023-03-04 12:11:42
57,999,Add to Cart,2023-03-04 12:11:42
25,815,Purchase,2023-03-04 12:11:42
80,410,Wishlist,2023-03-04 12:11:42
24,953,View,2023-03-04 12:11:42
53,352,View,2023-03-04 12:11:42
84,811,Purchase,2023-03-04 12:11:42
1,183,Purchase,2023-03-04 12:11:42
95,626,Purchase,2023-03-04 12:11:42
18,29,Wishlist,2023-03-04 12:11:42
74,737,View,2023-03-04 12:11:42
90,595,Purchase,2023-03-04 12:11:42
82,472,Add to Cart,2023-03-04 12:11:42
17,138,Add to Cart,2023-03-04 12:11:42
56,809,Wishlist,2023-03-04 12:11:42
51,643,Add to Cart,2023-03-04 12:11:42
53,819,Wishlist,2023-03-04 12:11:42
33,615,Wishlist,2023-03-04 12:11:42
21,234,View,2023-03-04 12:11:42
22,237,Purchase,2023-03-04 12:11:42
92,114,View,2023-03-04 12:11:42
66,894,View,2023-03-04 12:11:42
82,190,Add to Cart,2023-03-04 12:11:42
33,796,Purchase,2023-03-04 12:11:42
50,467,View,2023-03-04 12:11:42
87,335,Wishlist,2023-03-04 12:11:42
45,501,Wishlist,2023-03-04 12:11:42
84,50,Purchase,2023-03-04 12:11:42
73,191,View,2023-03-04 12:11:42
63,282,Purchase,2023-03-04 12:11:42
81,575,Purchase,2023-03-04 12:11:42
57,707,View,2023-03-04 12:11:42
54,142,Add to Cart,2023-03-04 12:11:42
19,727,View,2023-03-04 12:11:42
29,651,Add to Cart,2023-03-04 12:11:42
16,71,Add to Cart,2023-03-04 12:11:42
5,836,Purchase,2023-03-04 12:11:42
58,623,View,2023-03-04 12:11:42
49,519,Purchase,2023-03-04 12:11:42
3,61,Add to Cart,2023-03-04 12:11:42
64,457,Purchase,2023-03-04 12:11:42
0,414,Wishlist,2023-03-04 12:11:42
29,191,Wishlist,2023-03-04 12:11:42
0,224,View,2023-03-04 12:11:42
97,925,Purchase,2023-03-04 12:11:42
78,855,Wishlist,2023-03-04 12:11:42
87,641,Purchase,2023-03-04 12:11:42
19,929,View,2023-03-04 12:11:42
64,584,View,2023-03-04 12:11:42
58,814,Add to Cart,2023-03-04 12:11:42
11,384,Wishlist,2023-03-04 12:11:42
25,662,Purchase,2023-03-04 12:11:42
82,752,Wishlist,2023-03-04 12:11:42
85,118,View,2023-03-04 12:11:42
83,320,Add to Cart,2023-03-04 12:11:42
82,762,Wishlist,2023-03-04 12:11:42
21,596,Wishlist,2023-03-04 12:11:42
99,634,Wishlist,2023-03-04 12:11:42
90,549,Add to Cart,2023-03-04 12:11:42
81,922,Purchase,2023-03-04 12:11:42
19,56,View,2023-03-04 12:11:42
93,980,Wishlist,2023-03-04 12:11:42
61,783,Purchase,2023-03-04 12:11:42
26,843,Purchase,2023-03-04 12:11:42
17,327,Wishlist,2023-03-04 12:11:42
6,28,View,2023-03-04 12:11:42
88,175,Add to Cart,2023-03-04 12:11:42
27,221,View,2023-03-04 12:11:42
61,5,Add to Cart,2023-03-04 12:11:42
93,190,Purchase,2023-03-04 12:11:42
38,839,Add to Cart,2023-03-04 12:11:42
28,41,Purchase,2023-03-04 12:11:42
36,801,View,2023-03-04 12:11:42
71,150,Purchase,2023-03-04 12:11:42
63,300,Purchase,2023-03-04 12:11:42
57,416,Add to Cart,2023-03-04 12:11:42
48,265,View,2023-03-04 12:11:42
99,479,Add to Cart,2023-03-04 12:11:42
22,933,Wishlist,2023-03-04 12:11:42
75,726,View,2023-03-04 12:11:42
30,470,View,2023-03-04 12:11:42
54,196,Purchase,2023-03-04 12:11:42
81,765,Wishlist,2023-03-04 12:11:42
38,157,View,2023-03-04 12:11:42
45,323,Add to Cart,2023-03-04 12:11:42
63,724,View,2023-03-04 12:11:42
25,60,Purchase,2023-03-04 12:11:42
43,513,View,2023-03-04 12:11:42
49,306,Wishlist,2023-03-04 12:11:42
10,754,Wishlist,2023-03-04 12:11:42
84,368,Add to Cart,2023-03-04 12:11:42
20,552,Wishlist,2023-03-04 12:11:42
64,312,View,2023-03-04 12:11:42
79,431,Add to Cart,2023-03-04 12:11:42
99,311,View,2023-03-04 12:11:42
44,146,View,2023-03-04 12:11:42
28,235,Purchase,2023-03-04 12:11:42
48,884,Add to Cart,2023-03-04 12:11:42
97,947,View,2023-03-04 12:11:42
18,690,Wishlist,2023-03-04 12:11:42
88,854,View,2023-03-04 12:11:42
58,327,View,2023-03-04 12:11:42
39,948,View,2023-03-04 12:11:42
23,811,Add to Cart,2023-03-04 12:11:42
32,163,Add to Cart,2023-03-04 12:11:42
91,352,Wishlist,2023-03-04 12:11:42
11,972,Purchase,2023-03-04 12:11:42
37,406,Purchase,2023-03-04 12:11:42
81,771,Add to Cart,2023-03-04 12:11:42
97,868,Add to Cart,2023-03-04 12:11:42
0,845,Purchase,2023-03-04 12:11:42
38,703,View,2023-03-04 12:11:42
64,537,Purchase,2023-03-04 12:11:42
18,82,Wishlist,2023-03-04 12:11:42
4,956,View,2023-03-04 12:11:42
3,615,View,2023-03-04 12:11:42
25,194,Wishlist,2023-03-04 12:11:42
78,424,Purchase,2023-03-04 12:11:42
8,682,Wishlist,2023-03-04 12:11:42
70,42,Purchase,2023-03-04 12:11:42
2,159,Purchase,2023-03-04 12:11:42
37,46,Wishlist,2023-03-04 12:11:42
89,497,Add to Cart,2023-03-04 12:11:42
66,305,Purchase,2023-03-04 12:11:42
83,857,Wishlist,2023-03-04 12:11:42
16,759,Wishlist,2023-03-04 12:11:42
79,288,Purchase,2023-03-04 12:11:42
32,633,Add to Cart,2023-03-04 12:11:42
74,664,View,2023-03-04 12:11:42
73,574,Wishlist,2023-03-04 12:11:42
8,127,Add to Cart,2023-03-04 12:11:42
37,569,Purchase,2023-03-04 12:11:42
11,634,Add to Cart,2023-03-04 12:11:42
35,819,Add to Cart,2023-03-04 12:11:42
20,876,View,2023-03-04 12:11:42
3,87,Purchase,2023-03-04 12:11:42
96,70,Purchase,2023-03-04 12:11:42
4,162,Add to Cart,2023-03-04 12:11:42
72,767,Purchase,2023-03-04 12:11:42
29,337,Add to Cart,2023-03-04 12:11:42
71,12,Purchase,2023-03-04 12:11:42
9,738,Purchase,2023-03-04 12:11:42
69,994,View,2023-03-04 12:11:42
42,976,Purchase,2023-03-04 12:11:42
54,86,View,2023-03-04 12:11:42
9,660,Purchase,2023-03-04 12:11:42
4,591,Wishlist,2023-03-04 12:11:42
10,955,Purchase,2023-03-04 12:11:42
64,207,Purchase,2023-03-04 12:11:42
31,968,Add to Cart,2023-03-04 12:11:42
41,798,Purchase,2023-03-04 12:11:42
44,130,View,2023-03-04 12:11:42
11,287,Wishlist,2023-03-04 12:11:42
14,989,Purchase,2023-03-04 12:11:42
3,524,View,2023-03-04 12:11:42
76,156,Purchase,2023-03-04 12:11:42
54,226,Purchase,2023-03-04 12:11:42
16,30,Purchase,2023-03-04 12:11:42
72,118,Wishlist,2023-03-04 12:11:42
26,902,Add to Cart,2023-03-04 12:11:42
15,669,View,2023-03-04 12:11:42
85,220,View,2023-03-04 12:11:42
39,954,Purchase,2023-03-04 12:11:42
96,50,View,2023-03-04 12:11:42
20,904,Add to Cart,2023-03-04 12:11:42
76,671,Wishlist,2023-03-04 12:11:42
53,227,View,2023-03-04 12:11:42
75,513,Add to Cart,2023-03-04 12:11:42
84,728,View,2023-03-04 12:11:42
95,198,View,2023-03-04 12:11:42
31,677,Add to Cart,2023-03-04 12:11:42
63,189,View,2023-03-04 12:11:42
